"kanji","curPron","pos","nextPron","prevPron","curIndex","lastChar","onKun","oneChar","allKanji"
"呟","つぶや","verb","k","START","0","く","True","False","False"
"く","く","verb","END","a","1","く","True","False","False"
"怒","ど","verb","n","START","0","る","True","False","False"
"鳴","な","verb","r","o","1","る","True","False","False"
"る","る","verb","END","a","2","る","True","False","False"
"郡","ぐん","noun","END","START","0","郡","True","True","True"
"未","み","noun","t","START","0","定","False","False","True"
"定","てい","noun","END","i","1","定","False","False","True"
"誇","ほこ","noun","r","START","0","り","True","False","False"
"り","り","noun","END","o","1","り","True","False","False"
"未","み","noun","c","START","0","知","False","False","True"
"知","ち","noun","END","i","1","知","False","False","True"
"経","へ","verb","r","START","0","る","True","False","False"
"る","る","verb","END","e","1","る","True","False","False"
"散","ち","verb","r","START","0","る","True","False","False"
"る","る","verb","END","i","1","る","True","False","False"
"久","ひさ","adjective","s","START","0","い","True","False","False"
"し","し","adjective","i","a","1","い","True","False","False"
"い","い","adjective","END","i","2","い","True","False","False"
"急","きゅう","noun","g","START","0","激","False","False","True"
"激","げき","noun","END","u","1","激","False","False","True"
"恨","うら","verb","m","START","0","む","True","False","False"
"む","む","verb","END","a","1","む","True","False","False"
"望","のぞ","noun","m","START","0","み","True","False","False"
"み","み","noun","END","o","1","み","True","False","False"
"申","もう","noun","s","START","0","訳","True","False","False"
"し","し","noun","w","u","1","訳","True","False","False"
"訳","わけ","noun","END","i","2","訳","True","False","False"
"裁","さい","noun","b","START","0","判","False","False","True"
"判","ばん","noun","END","i","1","判","False","False","True"
"真","しん","noun","r","START","0","理","False","False","True"
"理","り","noun","END","n","1","理","False","False","True"
"向","む","noun","k","START","0","け","True","False","False"
"け","け","noun","END","u","1","け","True","False","False"
"諮","はか","verb","r","START","0","る","True","False","False"
"る","る","verb","END","a","1","る","True","False","False"
"摩","ま","noun","s","START","0","擦","False","False","True"
"擦","さつ","noun","END","a","1","擦","False","False","True"
"方","ほう","noun","h","START","0","法","False","False","True"
"法","ほう","noun","END","u","1","法","False","False","True"
"涙","なみだ","noun","END","START","0","涙","True","True","True"
"欧","おう","noun","b","START","0","米","False","False","True"
"米","べい","noun","END","u","1","米","False","False","True"
"聞","き","verb","k","START","0","く","True","False","False"
"く","く","verb","END","i","1","く","True","False","False"
"命","めい","verb","z","START","0","る","True","False","False"
"ず","ず","verb","r","i","1","る","True","False","False"
"る","る","verb","END","u","2","る","True","False","False"
"下","げ","noun","s","START","0","車","False","False","True"
"車","しゃ","noun","END","e","1","車","False","False","True"
"外","がい","noun","s","START","0","相","False","False","True"
"相","しょう","noun","END","i","1","相","False","False","True"
"独","どく","noun","s","START","0","裁","False","False","True"
"裁","さい","noun","END","u","1","裁","False","False","True"
"済","す","verb","m","START","0","る","True","False","False"
"ま","ま","verb","s","u","1","る","True","False","False"
"せ","せ","verb","r","a","2","る","True","False","False"
"る","る","verb","END","e","3","る","True","False","False"
"山","さん","noun","p","START","0","腹","False","False","True"
"腹","ぷく","noun","END","n","1","腹","False","False","True"
"勿","もち","adverb","r","START","0","論","False","False","True"
"論","ろん","adverb","END","i","1","論","False","False","True"
"入","にゅう","noun","y","START","0","浴","False","False","True"
"浴","よく","noun","END","u","1","浴","False","False","True"
"切","き","noun","r","START","0","れ","True","False","False"
"れ","れ","noun","END","i","1","れ","True","False","False"
"戸","と","counter","END","START","0","戸","True","True","True"
"技","わざ","noun","END","START","0","技","True","True","True"
"億","おく","numeric","END","START","0","億","True","True","True"
"微","び","noun","m","START","0","妙","False","False","True"
"妙","みょう","noun","END","i","1","妙","False","False","True"
"点","つ","verb","k","START","0","く","True","False","False"
"く","く","verb","END","u","1","く","True","False","False"
"外","がい","noun","k","START","0","交","False","False","True"
"交","こう","noun","END","i","1","交","False","False","True"
"着","ちゃく","noun","s","START","0","手","False","False","True"
"手","しゅ","noun","END","u","1","手","False","False","True"
"判","はん","noun","t","START","0","定","False","False","True"
"定","てい","noun","END","n","1","定","False","False","True"
"相","あい","adverb","k","START","0","ず","True","False","False"
"変","か","adverb","w","i","1","ず","True","False","False"
"わ","わ","adverb","r","a","2","ず","True","False","False"
"ら","ら","adverb","z","a","3","ず","True","False","False"
"ず","ず","adverb","END","a","4","ず","True","False","False"
"煙","えん","noun","t","START","0","突","False","False","True"
"突","とつ","noun","END","n","1","突","False","False","True"
"徐","じょ","noun","k","START","0","行","False","False","True"
"行","こう","noun","END","o","1","行","False","False","True"
"既","すで","adverb","n","START","0","に","True","False","False"
"に","に","adverb","END","e","1","に","True","False","False"
"憤","ふん","noun","g","START","0","慨","False","False","True"
"慨","がい","noun","END","n","1","慨","False","False","True"
"込","こ","verb","m","START","0","る","True","False","False"
"め","め","verb","r","o","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"済","す","adjective","m","START","0","い","True","False","False"
"ま","ま","adjective","n","u","1","い","True","False","False"
"な","な","adjective","i","a","2","い","True","False","False"
"い","い","adjective","END","a","3","い","True","False","False"
"条","じょう","noun","y","START","0","約","False","False","True"
"約","やく","noun","END","u","1","約","False","False","True"
"受","う","verb","k","START","0","る","True","False","False"
"け","け","verb","r","u","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"引","ひ","verb","x","START","0","む","True","False","False"
"っ","っ","verb","k","i","1","む","True","False","False"
"込","こ","verb","m","u","2","む","True","False","False"
"む","む","verb","END","o","3","む","True","False","False"
"寺","じ","noun","i","START","0","院","False","False","True"
"院","いん","noun","END","i","1","院","False","False","True"
